,sentence,rankt,ranko
1133,どうかしら,1133,10000
1134,すごいね,1134,10000
1135,助かった,1135,10000
1136,おう！,1136,457
1137,その,1137,10000
1138,分かってるわ,1138,10000
1139,本当か,1139,10000
1140,どう致しまして,1140,10000
1141,良くやった,1141,10000
1142,会いたかった,1142,10000
1143,嫌よ,1143,10000
1144,クソ野郎！,1144,913
1145,あなた誰？,1145,10000
1146,分かりました。,1146,10000
1147,アディ！,1147,10000
1148,やめなさい！,1148,10000
1149,みなさん,1149,10000
1150,痛い！,1150,10000
1151,ノー！,1151,10000
1152,ドアを開けろ,1152,10000
1153,何をしているの？,1153,10000
1154,私です,1154,10000
1155,あぁ,1155,50
1156,降りろ！,1156,10000
1157,どうします？,1157,10000
1158,ありがとよ,1158,10000
1159,ええ　そうね,1159,10000
1160,平気だ,1160,10000
1161,刑事,1161,10000
1162,何言ってるの？,1162,1152
1163,じっとしてろ,1163,10000
1164,彼はどこ？,1164,10000
1165,お嬢さん,1165,10000
1166,幸運を祈る,1166,10000
1167,これは何だ,1167,10000
1168,エマ,1168,10000
1169,どのくらい？,1169,10000
1170,どこに行った？,1170,10000
1171,お休み,1171,527
1172,何の為に？,1172,10000
1173,違うか？,1173,10000
1174,何やってんだ？,1174,10000
1175,約束して,1175,10000
1176,私は・・・,1176,997
1177,ジム！,1177,10000
1178,あれだ,1178,10000
1179,もっと,1179,1222
1180,北の王！,1180,10000
1181,会えて嬉しいよ,1181,10000
1182,おしまい,1182,10000
1183,ダメだ,1183,228
1184,ゾーイ,1184,10000
1185,例えば,1185,10000
1186,あそこだ！,1186,10000
1187,５,1187,10000
1188,いい加減にして！,1188,10000
1189,僕も,1189,10000
1190,放して,1190,10000
1191,私は違う,1191,10000
1192,うわ！,1192,10000
1193,ジェニー,1193,10000
1194,分かるだろ？,1194,10000
1195,お願い。,1195,10000
1196,ずっと,1196,10000
1197,好きにしろ,1197,10000
1198,俺？,1198,10000
1199,来るぞ！,1199,10000
1200,まだです,1200,10000
1201,それって,1201,10000
1202,何だこれは？,1202,10000
1203,本当にごめんなさい,1203,10000
1204,お早う,1204,10000
1205,なんでだ？,1205,890
1206,知ってるか？,1206,10000
1207,判りました,1207,10000
1208,ここです,1208,10000
1209,エド！,1209,10000
1210,だろ,1210,10000
1211,奴はどこだ？,1211,10000
1212,ちょっと待って！,1212,10000
1213,ジョニー,1213,10000
1214,よしよし,1214,10000
1215,何の事？,1215,10000
1216,何て言ったの？,1216,10000
1217,ピーター？,1217,10000
1218,どんな,1218,10000
1219,そうじゃないわ,1219,10000
1220,多分ね,1220,10000
1221,ウソだ,1221,10000
1222,それで・・・,1222,10000
1223,仕方ない,1223,10000
1224,すぐ戻るわ,1224,10000
1225,わかるわ,1225,10000
1226,すぐに戻る,1226,808
1227,いいんだよ,1227,10000
1228,チクショウ！,1228,10000
1229,我,1229,28
1230,何をするんだ？,1230,10000
1231,ごめん。,1231,10000
1232,全部,1232,10000
1233,やったわ,1233,10000
1234,彼はどこだ？,1234,10000
1235,そう思うか？,1235,10000
1236,そうだろう？,1236,10000
1237,うわ,1237,10000
1238,いい加減にして。,1238,10000
1239,君の名前は？,1239,10000
1240,ルイス,1240,10000
1241,父上,1241,594
1242,シャーロック,1242,10000
1243,気を付けて,1243,10000
1244,ホントか？,1244,10000
1245,マズい,1245,10000
1246,よーし,1246,1199
1247,あるよ,1247,10000
1248,手伝ってくれ,1248,10000
1249,くたばれ！,1249,10000
1250,来るんだ,1250,10000
1251,ハ！,1251,10000
1252,調子はどうだ？,1252,10000
1253,ちょっといい？,1253,10000
1254,話してくれ,1254,10000
1255,約束だ,1255,10000
1256,あるわ,1256,10000
1257,何やってるの？,1257,10000
1258,何ですか,1258,10000
1259,そうかしら,1259,10000
1260,不可能だ,1260,10000
1261,触るな！,1261,10000
1262,サー,1262,10000
1263,あなたよ,1263,10000
1264,なにを？,1264,10000
1265,失礼しました,1265,10000
1266,なんて事だ,1266,10000
1267,なんですか？,1267,295
1268,知らん,1268,10000
1269,誰もいない,1269,10000
1270,お帰りなさい,1270,10000
1271,フィル,1271,10000
1272,了解,1272,58
1273,ここは,1273,10000
1274,そこにいろ,1274,10000
1275,いたぞ,1275,10000
1276,信じられないわ,1276,10000
1277,ノア,1277,10000
1278,お先にどうぞ,1278,10000
1279,誰が,1279,10000
1280,いらっしゃいませ,1280,571
1281,ハロルド,1281,10000
1282,銃を下ろせ,1282,10000
1283,それはよかった,1283,10000
1284,行ってくれ,1284,10000
1285,トミー,1285,10000
1286,済みません,1286,10000
1287,フロド！,1287,10000
1288,それは何ですか？,1288,10000
1289,何だ！,1289,10000
1290,命令だ,1290,10000
1291,開けて,1291,10000
1292,大変,1292,10000
1293,フランク！,1293,10000
1294,ゴメン,1294,10000
1295,知るか,1295,10000
1296,待ってよ,1296,10000
1297,私もです,1297,10000
1298,どうするつもりだ？,1298,10000
1299,僕？,1299,10000
1300,どうなった？,1300,10000
1301,聞くんだ,1301,942
1302,ダメだよ,1302,10000
1303,こっちに来い,1303,10000
1304,会えてよかった,1304,10000
1305,良いよ,1305,10000
1306,冗談でしょ,1306,10000
1307,ふざけんな！,1307,10000
1308,ちょっと待って。,1308,10000
1309,すごいわ,1309,10000
1310,撃つな,1310,10000
1311,結構よ,1311,10000
1312,静かにしろ,1312,10000
1313,あー！,1313,10000
1314,何が起こったの？,1314,10000
1315,帰って,1315,10000
1316,イヤよ,1316,10000
1317,そっちは？,1317,10000
1318,いいか！,1318,652
1319,銃を捨てろ,1319,10000
1320,話せ,1320,10000
1321,待って。,1321,10000
1322,おやおや,1322,10000
1323,理解できない,1323,10000
1324,これからどうする？,1324,536
1325,君だ,1325,10000
1326,また後で,1326,10000
1327,生きてる,1327,10000
1328,やったね,1328,10000
1329,なるほどね,1329,10000
1330,どうしよう？,1330,10000
1331,ごきげんよう,1331,10000
1332,約束するよ,1332,10000
1333,何の事だ？,1333,10000
1334,私がやる,1334,10000
1335,どうしてここに？,1335,10000
1336,間違ってる,1336,10000
1337,デイブ,1337,168
1338,少しだけ,1338,10000
1339,そりゃいい,1339,10000
1340,決して見つかってはならない,1340,10000
1341,息子よ,1341,10000
1342,勿論,1342,10000
1343,最高,1343,10000
1344,４,1344,10000
1345,お願いだ！,1345,10000
1346,時間切れだ,1346,10000
1347,ｏ・ｋ,1347,10000
1348,君が？,1348,10000
1349,あら！,1349,10000
1350,やめろ！,1350,1216
1351,そのようだ,1351,10000
1352,ケイト,1352,10000
1353,バカな,1353,10000
1354,きっと,1354,530
1355,何これ？,1355,10000
1356,もう一回,1356,10000
1357,仕事だ,1357,10000
1358,何をしたんだ？,1358,10000
1359,どっち？,1359,10000
1360,答えろ,1360,10000
1361,その後は？,1361,10000
1362,何が言いたいの？,1362,10000
1363,ちょっと待った,1363,10000
1364,ここ？,1364,10000
1365,ベイビー,1365,10000
1366,おめでとうございます,1366,10000
1367,戻って！,1367,10000
1368,どうですか？,1368,10000
1369,どんな感じ？,1369,10000
1370,おめでとう！,1370,10000
1371,もちろん！,1371,1223
1372,出てけ！,1372,10000
1373,聞いてくれ！,1373,431
1374,そんなバカな,1374,1031
1375,私は大丈夫,1375,10000
1376,悪いけど,1376,10000
1377,彼女だ,1377,10000
1378,さあ行くぞ,1378,10000
1379,質問は？,1379,10000
1380,だろう？,1380,10000
1381,問題は,1381,10000
1382,危ない,1382,10000
1383,こっち！,1383,10000
1384,ストップ,1384,200
1385,全部だ,1385,10000
1386,もちろん,1386,112
1387,いくぞ！,1387,10000
1388,武器を捨てろ！,1388,10000
1389,違うの,1389,10000
1390,やってみよう,1390,10000
1391,ブロディ,1391,10000
1392,レイ！,1392,10000
1393,準備完了,1393,760
1394,ジェームズ,1394,10000
1395,アダム,1395,10000
1396,良いだろう,1396,10000
1397,よし　行こう,1397,10000
1398,エーバ,1398,10000
1399,軍曹,1399,830
1400,ごゆっくり,1400,10000
1401,どうするつもり？,1401,10000
1402,ウィル,1402,10000
1403,ファック,1403,10000
1404,どうすればいいの？,1404,10000
1405,何だと思う？,1405,10000
1406,いい加減にしろ！,1406,10000
1407,知ってるの？,1407,10000
1408,その必要はない,1408,10000
1409,ダナ,1409,10000
1410,いたぞ！,1410,10000
1411,なぜなら,1411,10000
1412,もう大丈夫よ,1412,10000
1413,もちろんだよ,1413,640
1414,彼らは,1414,10000
1415,ヘンリー！,1415,10000
1416,イヤだ,1416,10000
1417,大丈夫だ！,1417,10000
1418,待って下さい,1418,417
1419,嘘だろ,1419,10000
1420,ハイ！,1420,10000
1421,してない,1421,10000
1422,リラックスして,1422,504
1423,そんなことないわ,1423,10000
1424,一緒に来い,1424,10000
1425,お前が？,1425,10000
1426,（美咲）うん,1426,10000
1427,これで,1427,10000
1428,って,1428,10000
1429,わあ,1429,10000
1430,大佐,1430,10000
1431,離れろ,1431,10000
1432,ちょっと待てよ,1432,10000
1433,もう十分だ,1433,10000
1434,何しに来た？,1434,10000
1435,ルーシー！,1435,10000
1436,お願いします！,1436,529
1437,ドク！,1437,10000
1438,クソっ！,1438,10000
1439,降りろ,1439,10000
1440,なぜなの？,1440,10000
1441,マーフィー,1441,10000
1442,勘弁してくれ,1442,10000
1443,フーン,1443,10000
1444,神様！,1444,10000
1445,パワーレンジャー！,1445,10000
1446,また明日,1446,10000
1447,見せたいものがある,1447,10000
1448,何のつもりだ？,1448,10000
1449,出て行って,1449,10000
1450,はやく！,1450,10000
1451,おや,1451,10000
1452,やられた,1452,10000
1453,♪ゴーゴー！,1453,10000
1454,待った,1454,10000
1455,失せろ,1455,10000
1456,よかった。,1456,1214
1457,ここだよ,1457,10000
1458,どこにいた？,1458,10000
1459,博士,1459,10000
1460,レイ,1460,10000
1461,時間の無駄だ,1461,10000
1462,ああ・・・,1462,142
1463,失礼する,1463,10000
1464,何もかも,1464,10000
1465,わかってます,1465,10000
1466,今すぐに,1466,10000
1467,平気？,1467,10000
1468,言って,1468,10000
1469,何があったの,1469,10000
1470,♪メガフォース・オール・トゥギャザー,1470,10000
1471,行こう。,1471,10000
1472,いいでしょう,1472,10000
1473,本当にありがとう,1473,10000
1474,違うな,1474,10000
1475,サラ？,1475,10000
1476,大尉,1476,10000
1477,ノー,1477,10000
1478,これよ,1478,10000
1479,そうかもね,1479,10000
1480,スカイラー,1480,10000
1481,来て！,1481,10000
1482,なんだ！,1482,622
1483,ええ そうね,1483,10000
1484,トロイ,1484,10000
1485,気をつけろよ,1485,10000
1486,アレク,1486,10000
1487,言え！,1487,10000
1488,どうしたらいい？,1488,10000
1489,良いね,1489,10000
1490,それはできない,1490,10000
1491,次は？,1491,10000
1492,彼だ,1492,10000
1493,どうしてわかる？,1493,10000
1494,残念です,1494,962
1495,これか？,1495,10000
1496,心配ないわ,1496,10000
1497,それがいい,1497,10000
1498,いや。,1498,1093
1499,もういいわ,1499,10000
1500,用意したのはステキなおウチと ステキな車だけです,1500,10000
1501,それは出来ない,1501,10000
1502,そうだね。,1502,10000
1503,タクシー！,1503,10000
1504,判らない,1504,10000
1505,共同生活する様子を ただただ 記録したものです,1505,10000
1506,楽しかった,1506,10000
1507,扉押さえて！,1507,10000
1508,よし　行くぞ,1508,10000
1509,あ？,1509,127
1510,なんだい？,1510,10000
1511,彼よ,1511,10000
1512,どこで手に入れた？,1512,10000
1513,俺じゃない,1513,10000
1514,よかろう,1514,10000
1515,まだ終わってない,1515,10000
1516,頼んだぞ,1516,10000
1517,まったくだ,1517,10000
1518,お見事,1518,10000
1519,走って！,1519,10000
1520,さようなら。,1520,10000
1521,久しぶり,1521,10000
1522,おじさん！,1522,10000
1523,死ね,1523,10000
1524,有難うございます,1524,10000
1525,クリス！,1525,10000
1526,正解,1526,10000
1527,ホントに,1527,10000
1528,ふざけないで,1528,10000
1529,出発だ,1529,10000
1530,アナキン,1530,10000
1531,いつも,1531,10000
1532,もういいよ,1532,1140
1533,もう行くよ,1533,10000
1534,奥さん,1534,1190
1535,あのさ,1535,1102
1536,お前か？,1536,10000
1537,ふん,1537,10000
1538,手を上げろ,1538,10000
1539,やめてよ！,1539,10000
1540,あなた？,1540,10000
1541,下がって！,1541,10000
1542,言ってくれ,1542,10000
1543,飲んで,1543,10000
1544,マイケル？,1544,10000
1545,来たぞ！,1545,10000
1546,そうでしょうね,1546,10000
1547,あなたの名前は？,1547,10000
1548,急がないと,1548,10000
1549,あなたもね,1549,10000
1550,手を貸してくれ,1550,10000
1551,そのようね,1551,10000
1552,レベッカ,1552,10000
1553,頼むから,1553,10000
1554,私の,1554,10000
1555,０,1555,10000
1556,もう行かないと,1556,10000
1557,悪い,1557,10000
1558,いいですか,1558,10000
1559,危険だ,1559,10000
1560,どういうこと,1560,1034
1561,気持ち悪い,1561,10000
1562,ピーター！,1562,10000
1563,我々は,1563,10000
1564,話があるんだ,1564,10000
1565,馬鹿げてる,1565,10000
1566,こんばんわ,1566,709
1567,クイン,1567,10000
1568,ポール,1568,10000
1569,ジェイコブ,1569,10000
1570,お父さん？,1570,10000
1571,以上,1571,10000
1572,また？,1572,10000
1573,待てよ！,1573,10000
1574,何？,1574,268
1575,しない,1575,10000
1576,ハム！,1576,10000
1577,入れ！,1577,10000
1578,分かってる。,1578,10000
1579,そうだな。,1579,10000
1580,キャロル？,1580,10000
1581,♪パワーレンジャー・メガフォース,1581,10000
1582,今度は何だ？,1582,10000
1583,必ず,1583,10000
1584,何てこった！,1584,10000
1585,やって,1585,10000
1586,ほう,1586,350
1587,何があったんだ,1587,10000
1588,何の話だ,1588,10000
1589,怖がらないで,1589,10000
1590,下がってろ,1590,10000
1591,（ﾄﾘﾝﾄﾞﾙ）こんばんは （一同）こんばんは,1591,10000
1592,気をつけてね,1592,10000
1593,（みのり）うん,1593,10000
1594,よく聞いて,1594,10000
1595,聞けよ,1595,10000
1596,冗談よ,1596,10000
1597,ベン？,1597,10000
1598,どう思う,1598,10000
1599,はぁ,1599,703
1600,危険すぎる,1600,10000
1601,どいて,1601,10000
1602,最悪,1602,10000
1603,何てことだ！,1603,10000
1604,どれくらい？,1604,10000
1605,あります,1605,10000
1606,よろしくお願いします,1606,330
1607,何もしてない,1607,10000
1608,警察だ,1608,10000
1609,カイル,1609,10000
1610,どこから来たの？,1610,10000
1611,どこから来た？,1611,1056
1612,どこにいる,1612,10000
1613,手伝おうか？,1613,10000
